,demand_PNG,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,Hydro_B,Geothermal_B
t1978,542.3176,734890.2,85.94736,734890.2,85.94736,0.05826284,304.1612244,115000,10958.9
t1979,537.444,1049739,0,1049739,0,0.056004331,326.0924072,115000,10958.9
t1980,504.5353,1166299,0,1166299,0,0.053745825,336.1437073,115000,10958.9
t1981,480.6211,1307525,0,1307525,0,0.051487315,307.5747986,115000,10958.9
t1982,496.5294,1270887,0,1270887,0,0.056794491,338.0440063,115000,10958.9
t1983,506.0474,1139938,0,1139938,0,0.057435013,195.4297943,115000,10958.9
t1984,519.378,827437.7,43.75921,827437.7,43.75921,0.060120292,169.78125,115000,10958.9
t1985,522.7979,377307.5,0,377307.5,0,0.063926913,269.3867798,115000,10958.9
t1986,551.7709,78488.91,34.1273,78488.91,34.1273,0.064784177,233.249054,115000,10958.9
t1987,612.1999,0,66.89368,0,66.89368,0.07041423,202.2120667,115000,10958.9
t1988,693.9048,0,0,0,0,0.071877427,260.7124023,115000,10958.9
t1989,661.7823,0,38.55714,0,38.55714,0.071665965,391.6609497,115000,10958.9
t1990,629.3202,0,103.5013,0,103.5013,0.071454495,478.3719177,115000,10958.9
t1991,605.0653,0,62.12115,0,62.12115,0.069703273,223.8400574,115000,10958.9
t1992,577.8188,0,48.3244,0,48.3244,0.067952044,239.5135956,115000,10958.9
t1993,535.1211,0,51.15477,0,51.15477,0.066200823,73.28491974,115000,10958.9
t1994,510.5691,0,0,0,0,0.064771608,0,115000,10958.9
t1995,507.315,0,0,0,0,0.0633424,0,115000,10958.9
t1996,499.4946,0,0,0,0,0.061913189,0,115000,10958.9
t1997,495.1818,0,0,0,0,0.060404167,0,115000,10958.9
t1998,489.5018,0,46.58976,0,46.58976,0.058895141,0,115000,10958.9
t1999,483.5405,205416.5,0,205416.5,0,0.057386119,0,115000,10958.9
t2000,472.2243,562676.4,0,562676.4,0,0.055959929,253.0842896,115000,10958.9
t2001,484.5227,789317.8,37.71,789317.8,37.71,0.054533742,628.6186523,115000,10958.9
t2002,479.6569,1101092,0,1101092,0,0.053107556,749.9651489,115000,10958.9
t2003,475.5294,1376849,57.45332,1376849,57.45332,0.051779158,778.5320435,115000,10958.9
t2004,477.7734,1525068,209.0505,1525068,209.0505,0.050450765,1031.385498,115000,10958.9
t2005,458.1409,1408421,324.0783,1408421,324.0783,0.049122371,1267.559082,115000,10958.9
t2006,464.8172,1368318,396.1714,1368318,396.1714,0.047873102,1113.935791,115000,10958.9
t2007,473.0301,1083905,185.4976,1083905,185.4976,0.046623833,863.9044189,115000,10958.9
t2008,470.1934,803905.9,128.6584,803905.9,128.6584,0.045374561,587.3292236,115000,10958.9
t2009,498.5135,261643.4,0,261643.4,0,0.044896606,630.3637085,115000,10958.9
t2010,502.0722,71431,60.88182,71431,60.88182,0.044418652,647.2612305,115000,10958.9
t2011,552.0297,0,0,0,0,0.043940693,652.2802124,115000,10958.9
t2012,620.1235,0,0,0,0,0.043043643,495.7244873,115000,10958.9
t2013,604.7073,0,53.32568,0,53.32568,0.04214659,392.0111694,115000,10958.9
t2014,556.7728,0,36.38605,0,36.38605,0.04124954,421.4692993,115000,10958.9
t2015,560.7934,0,50.86365,0,50.86365,0.039592072,288.9849243,115000,10958.9
t2016,568.7289,0,0,0,0,0.037934605,304.0928345,115000,10958.9
t2017,549.0676,0,0,0,0,0.036277138,439.3372498,115000,10958.9
t2018,537.6897,0,0,0,0,0.035657231,619.0163574,115000,10958.9
t2019,528.5892,0,0,0,0,0.035037324,474.7937927,115000,10958.9
t2020,521.5244,0,63.14164,0,63.14164,0.034417417,389.7565613,115000,10958.9
t2021,527.0897,0,110.2762,0,110.2762,0.034499638,345.6090088,115000,10958.9
t2022,535.1617,0,162.203,0,162.203,0.034581855,326.0393372,115000,10958.9
t2023,562.7574,160458.1,83.09946,160458.1,83.09946,0.034664076,377.0530701,115000,10958.9
t2024,554.9359,475101.5,42.43219,475101.5,42.43219,0.034481704,729.2375488,115000,10958.9
t2025,576.7381,646487.8,50.36402,646487.8,50.36402,0.034299333,788.1564941,115000,10958.9
t2026,623.1273,959717.5,54.93828,959717.5,54.93828,0.034116961,954.5858154,115000,10958.9
t2027,655.3402,1297592,282.5312,1297592,282.5312,0.032947246,729.3278198,115000,10958.9
t2028,628.7181,1256814,205.9232,1256814,205.9232,0.031777527,992.21875,115000,10958.9
t2029,604.0945,782769.9,148.9425,782769.9,148.9425,0.030607812,980.4753418,115000,10958.9
t2030,582.3703,1180547,117.7533,1180547,117.7533,0.030077269,710.5143433,115000,10958.9
t2031,616.298,965578.8,73.14043,965578.8,73.14043,0.029546726,575.2852783,115000,10958.9
t2032,661.3059,744095.3,85.70302,744095.3,85.70302,0.029016182,595.2806396,115000,10958.9
t2033,621.9979,352182.3,170.6232,352182.3,170.6232,0.028729882,491.5978699,115000,10958.9
t2034,604.0945,46658.69,131.2113,46658.69,131.2113,0.02844358,383.4559021,115000,10958.9
t2035,631.2978,0,60.37319,0,60.37319,0.028157281,231.181366,115000,10958.9
t2036,757.3342,0,0,0,0,0.028171105,154.5754547,115000,10958.9
t2037,746.1612,0,0,0,0,0.028184932,200.5819702,115000,10958.9
t2038,697.5828,0,0,0,0,0.028198758,233.2004089,115000,10958.9
t2039,638.6396,0,0,0,0,0.027367096,601.1373901,115000,10958.9
t2040,589.9574,0,0,0,0,0.026535435,544.4672852,115000,10958.9
t2041,557.0362,0,0,0,0,0.025703771,537.3768311,115000,10958.9
t2042,539.9524,0,0,0,0,0.025476152,587.1608887,115000,10958.9
t2043,528.1542,0,0,0,0,0.025248533,497.5083923,115000,10958.9
t2044,522.8753,0,0,0,0,0.025020912,395.5096436,115000,10958.9
t2045,519.7217,0,0,0,0,0.026482537,316.4208679,115000,10958.9
t2046,529.5408,0,0,0,0,0.027944162,489.2944336,115000,10958.9
t2047,557.9159,201727.8,0,201727.8,0,0.029405788,380.4151917,115000,10958.9
t2048,559.4618,421110,0,421110,0,0.030267501,342.551178,115000,10958.9
t2049,593.3491,889624.5,0,889624.5,0,0.031129213,373.9147644,115000,10958.9
t2050,623.9362,1202245,0,1202245,0,0.031990927,484.8626099,115000,10958.9
t2051,634.1729,976645.4,0,976645.4,0,0.036396895,497.4966125,115000,10958.9
t2052,645.3826,1017674,0,1017674,0,0.040802866,683.5575562,115000,10958.9
t2053,603.7375,878187,0,878187,0,0.045208838,894.8422852,115000,10958.9
t2054,635.062,924206.6,0,924206.6,0,0.040963061,1123.883423,115000,10958.9
t2055,642.3648,1005905,48.34994,1005905,48.34994,0.03758746,1164.229858,115000,10958.9
t2056,653.1185,830244.1,0,830244.1,0,0.030722918,978.3393555,115000,10958.9
t2057,648.5393,332847,0,332847,0,0.033767004,644.149292,115000,10958.9
t2058,620.7651,67220.11,0,67220.11,0,0.036027838,377.6734924,115000,10958.9
t2059,649.6936,0,0,0,0,0.038288672,495.9372559,115000,10958.9
t2060,773.8755,0,0,0,0,0.0407249,533.8728638,115000,10958.9
t2061,751.2096,0,48.62297,0,48.62297,0.037580222,707.088623,115000,10958.9
t2062,701.7487,0,69.79211,0,69.79211,0.035718456,642.8646851,115000,10958.9
t2063,642.3648,0,0,0,0,0.043893579,335.0587463,115000,10958.9
t2064,591.3786,0,76.60799,0,76.60799,0.053351618,427.4570007,115000,10958.9
t2065,558.6216,0,43.27731,0,43.27731,0.062809654,356.4624939,115000,10958.9
t2066,545.4189,0,0,0,0,0.072350986,324.2271729,115000,10958.9
t2067,535.8118,0,0,0,0,0.085105143,253.9984131,115000,10958.9
t2068,530.4161,0,40.89135,0,40.89135,0.097859308,194.056839,115000,10958.9
t2069,529.0645,0,0,0,0,0.110359997,125.4147568,115000,10958.9
t2070,530.7351,0,0,0,0,0.122860678,176.7557373,115000,10958.9
t2071,556.9923,140941.9,0,140941.9,0,0.135361373,204.0941315,115000,10958.9
t2072,540.2831,458856.8,0,458856.8,0,0.154940173,283.7276917,115000,10958.9
t2073,581.1787,801320.8,0,801320.8,0,0.175986022,418.6788025,115000,10958.9
t2074,601.7556,1210456,63.52033,1210456,63.52033,0.19711259,493.9537964,115000,10958.9
t2075,584.1902,1156016,0,1156016,0,0.226889834,765.2603149,115000,10958.9
t2076,585.5379,1071879,0,1071879,0,0.256667078,908.8695068,115000,10958.9
t2077,609.9609,670797.4,0,670797.4,0,0.286444336,1079.244263,115000,10958.9
t2078,573.3793,1056257,0,1056257,0,0.300077438,1107.328369,115000,10958.9
t2079,624.2602,1059589,0,1059589,0,0.315210283,1090.966675,115000,10958.9
t2080,665.1923,637764.2,0,637764.2,0,0.330343097,897.7887573,115000,10958.9
t2081,621.6222,271092.7,0,271092.7,0,0.35400635,723.9509277,115000,10958.9
t2082,630.8574,51276.49,0,51276.49,0,0.377849758,734.2739258,115000,10958.9
t2083,646.5275,0,0,0,0,0.402983874,640.8745728,115000,10958.9
t2084,756.6746,0,45.71393,0,45.71393,0.400298536,505.6978455,115000,10958.9
t2085,729.993,0,0,0,0,0.397613198,455.1403198,115000,10958.9
t2086,671.6711,0,0,0,0,0.394927859,314.598999,115000,10958.9
t2087,616.9328,0,0,0,0,0.397902846,141.0482788,115000,10958.9
t2088,568.5919,0,0,0,0,0.400877833,131.0660706,115000,10958.9
t2089,534.2704,0,0,0,0,0.40385282,128.7267761,115000,10958.9
t2090,516.1927,0,0,0,0,0.407419473,128.4049377,115000,10958.9
t2091,517.4392,0,0,0,0,0.410986125,145.8686676,115000,10958.9
t2092,512.8624,0,0,0,0,0.414552778,118.5604553,115000,10958.9
t2093,510.9006,0,0,0,0,0.42100054,167.5120544,115000,10958.9
t2094,515.6282,0,0,0,0,0.427448303,185.9448547,115000,10958.9
t2095,548.5129,129284.9,0,129284.9,0,0.433896065,203.4044647,115000,10958.9
t2096,552.6778,444823.5,0,444823.5,0,0.444939196,587.8567505,115000,10958.9
t2097,584.0942,520993.5,0,520993.5,0,0.455982327,849.7139893,115000,10958.9
t2098,601.2491,936828.5,0,936828.5,0,0.46580407,580.8562012,115000,10958.9
t2099,540.1591,814050.8,0,814050.8,0,0.452780038,491.5552063,115000,10958.9
t2100,523.2626,1439301,49.75651,1439301,49.75651,0.439756006,625.3538208,115000,10958.9
t2101,568.5919,1477701,75.73129,1477701,75.73129,0.426731974,935.0951538,115000,10958.9
t2102,550.7809,1326838,126.8076,1326838,126.8076,0.41862309,847.6511841,115000,10958.9
t2103,544.2414,1043373,45.78019,1043373,45.78019,0.410350204,282.0094604,115000,10958.9
t2104,598.6284,539744.4,86.0201,539744.4,86.0201,0.402077347,203.0020447,115000,10958.9
t2105,606.6552,366931.4,78.16328,366931.4,78.16328,0.404739588,244.9835358,115000,10958.9
t2106,607.7364,73531.57,100.8051,73531.57,100.8051,0.4074018,230.0558472,115000,10958.9
t2107,649.5202,0,0,0,0,0.410064042,321.9941406,115000,10958.9
t2108,776.3028,0,0,0,0,0.407162964,474.7897949,115000,10958.9
t2109,745.6592,0,0,0,0,0.404261917,701.9372559,115000,10958.9
t2110,686.134,0,0,0,0,0.40136084,378.2092285,115000,10958.9
t2111,626.7543,0,0,0,0,0.405691534,0,115000,10958.9
t2112,578.4785,0,0,0,0,0.410022259,0,115000,10958.9
t2113,549.4094,0,0,0,0,0.414352953,47.98752213,115000,10958.9
t2114,534.3109,0,0,0,0,0.424669385,45.87949371,115000,10958.9
t2115,523.8058,0,78.19843,0,78.19843,0.434985787,0,115000,10958.9
t2116,519.4925,0,37.53972,0,37.53972,0.445302218,0,115000,10958.9
t2117,514.4283,0,0,0,0,0.455432147,0,115000,10958.9
t2118,513.7187,0,0,0,0,0.465562105,0,115000,10958.9
t2119,539.5809,78579.36,0,78579.36,0,0.475692034,0,115000,10958.9
t2120,538.3049,317393.4,0,317393.4,0,0.50386703,52.40880966,115000,10958.9
t2121,554.6744,490484,0,490484,0,0.53191936,217.042572,115000,10958.9
t2122,568.8203,456539,0,456539,0,0.55997169,263.1697998,115000,10958.9
t2123,555.4595,1024663,0,1024663,0,0.590590775,266.8488159,115000,10958.9
t2124,540.0764,958116,0,958116,0,0.62459743,272.9413147,115000,10958.9
t2125,569.6899,1205390,107.9255,1205390,107.9255,0.657375157,300.0062256,115000,10958.9
t2126,544.7875,1255605,61.04897,1255605,61.04897,0.666955829,305.836731,115000,10958.9
t2127,597.5258,844781.6,84.08147,844781.6,84.08147,0.67653656,302.2076721,115000,10958.9
t2128,592.2638,674311.8,63.48583,674311.8,63.48583,0.686117232,237.930954,115000,10958.9
t2129,612.9842,377220.6,76.07542,377220.6,76.07542,0.669708788,319.7868652,115000,10958.9
t2130,593.0527,71964.29,0,71964.29,0,0.653300285,285.9609375,115000,10958.9
t2131,614.8214,0,143.9345,0,143.9345,0.636891782,139.4138641,115000,10958.9
t2132,730.8968,0,114.1371,0,114.1371,0.622803152,80.4287796,115000,10958.9
t2133,722.6178,0,0,0,0,0.608714581,0,115000,10958.9
t2134,673.8737,0,0,0,0,0.59462595,0,115000,10958.9
t2135,622.9119,0,0,0,0,0.593039453,84.78491211,115000,10958.9
t2136,586.0689,0,0,0,0,0.591437221,106.0999069,115000,10958.9
t2137,552.0728,0,0,0,0,0.589834929,104.6281738,115000,10958.9
t2138,535.4459,0,0,0,0,0.573737204,118.1338043,115000,10958.9
t2139,524.1556,0,0,0,0,0.558240175,103.0082932,115000,10958.9
t2140,516.9096,0,0,0,0,0.542743146,86.83821106,115000,10958.9
t2141,508.4069,0,0,0,0,0.523614347,139.3386688,115000,10958.9
t2142,510.9006,0,0,0,0,0.504485548,208.1637115,115000,10958.9
t2143,505.3262,18523.22,0,18523.22,0,0.485356748,403.9114685,115000,10958.9
t2144,503.1042,27684.29,0,27684.29,0,0.493489206,602.8754883,115000,10958.9
t2145,517.4392,54959.99,42.80273,54959.99,42.80273,0.501621664,819.3005981,115000,10958.9
t2146,489.1998,83420.65,0,83420.65,0,0.509754121,910.8374023,115000,10958.9
t2147,484.4898,280098.3,34.75161,280098.3,34.75161,0.511705875,940.0410156,115000,10958.9
t2148,478.8248,100679,62.56581,100679,62.56581,0.513657689,1236.769165,115000,10958.9
t2149,503.6399,75494,125.2733,75494,125.2733,0.515609443,1403.850464,115000,10958.9
t2150,504.4636,95144.55,67.33063,95144.55,67.33063,0.509858668,1120.719116,115000,10958.9
t2151,532.4566,92702.48,40.42251,92702.48,40.42251,0.504107952,657.522583,115000,10958.9
t2152,526.7751,75564.8,52.52611,75564.8,52.52611,0.498357236,277.2610168,115000,10958.9
t2153,540.9872,72477.92,0,72477.92,0,0.495758265,136.3672333,115000,10958.9
t2154,580.9884,15088.66,0,15088.66,0,0.493159324,60.76451492,115000,10958.9
t2155,604.4008,0,0,0,0,0.490560353,0,115000,10958.9
t2156,708.0041,0,0,0,0,0.49980554,0,115000,10958.9
t2157,702.7962,0,0,0,0,0.509050727,0,115000,10958.9
t2158,663.4538,0,0,0,0,0.518295884,0,115000,10958.9
t2159,624.9092,0,0,0,0,0.512582004,0,115000,10958.9
t2160,582.2748,0,0,0,0,0.506868184,0,115000,10958.9
t2161,545.5454,0,0,0,0,0.501154304,0,115000,10958.9
t2162,529.0645,0,0,0,0,0.500544131,0,115000,10958.9
t2163,526.3039,0,0,0,0,0.499933898,0,115000,10958.9
t2164,518.0458,0,0,0,0,0.499323696,0,115000,10958.9
t2165,513.4577,0,0,0,0,0.505215347,0,115000,10958.9
t2166,513.0482,0,0,0,0,0.511107028,0,115000,10958.9
t2167,498.0246,190903.8,0,190903.8,0,0.516998708,0,115000,10958.9
t2168,484.0965,569589.6,139.0234,569589.6,139.0234,0.541512847,0,115000,10958.9
t2169,466.2826,916983.3,152.2896,916983.3,152.2896,0.566026986,0,115000,10958.9
t2170,450.7776,1316215,76.17269,1316215,76.17269,0.591938734,0,115000,10958.9
t2171,459.9044,1414415,35.66059,1414415,35.66059,0.596214294,120.3499451,115000,10958.9
t2172,461.2744,1525825,0,1525825,0,0.600489795,180.2081909,115000,10958.9
t2173,448.6605,1535471,0,1535471,0,0.604765356,319.5758972,115000,10958.9
t2174,459.4692,945921.1,0,945921.1,0,0.602773309,338.7613831,115000,10958.9
t2175,464.6087,942111.1,0,942111.1,0,0.600781262,250.3457031,115000,10958.9
t2176,482.2056,903114.3,0,903114.3,0,0.598789155,164.3886414,115000,10958.9
t2177,520.7173,464285.4,0,464285.4,0,0.590727627,105.1006165,115000,10958.9
t2178,537.6488,62081.47,0,62081.47,0,0.58283478,0,115000,10958.9
t2179,571.9444,0,0,0,0,0.575876057,0,115000,10958.9
t2180,649.867,0,49.55455,0,49.55455,0.562511265,0,115000,10958.9
t2181,652.3613,0,0,0,0,0.549146533,0,115000,10958.9
t2182,622.1054,0,0,0,0,0.535781741,0,115000,10958.9
t2183,586.5041,0,0,0,0,0.52535212,0,115000,10958.9
t2184,560.3489,0,0,0,0,0.5149225,0,115000,10958.9
t2185,543.9058,0,0,0,0,0.504492879,0,115000,10958.9
t2186,539.0451,0,0,0,0,0.525251865,0,115000,10958.9
t2187,531.8949,0,0,0,0,0.546981871,66.25617218,115000,10958.9
t2188,524.8177,0,0,0,0,0.567139924,167.2719574,115000,10958.9
t2189,525.2861,0,0,0,0,0.560730338,265.7850952,115000,10958.9
t2190,516.0421,0,0,0,0,0.554320812,233.6688538,115000,10958.9
t2191,514.2414,138221.2,0,138221.2,0,0.547911227,244.7167969,115000,10958.9
t2192,508.6989,247289.8,0,247289.8,0,0.553738892,257.1187134,115000,10958.9
t2193,551.2109,449281.7,0,449281.7,0,0.559566557,147.2950592,115000,10958.9
t2194,568.6832,769359.5,0,769359.5,0,0.565394163,138.9643555,115000,10958.9
t2195,567.9987,755954.1,0,755954.1,0,0.568677306,181.0968475,115000,10958.9
t2196,537.1986,301327.4,0,301327.4,0,0.57196039,239.3634491,115000,10958.9
t2197,534.1896,626433.9,0,626433.9,0,0.575243473,233.2727814,115000,10958.9
t2198,526.8144,452486.2,0,452486.2,0,0.578969002,296.4895325,115000,10958.9
t2199,522.2568,329286.5,0,329286.5,0,0.58269453,284.5512085,115000,10958.9
t2200,561.3278,363393.8,0,363393.8,0,0.586420059,370.1726379,115000,10958.9
t2201,591.2804,305461.6,0,305461.6,0,0.574307621,303.7122192,115000,10958.9
t2202,582.7048,84393.82,0,84393.82,0,0.562195182,197.4976959,115000,10958.9
t2203,605.4237,0,0,0,0,0.550082743,127.08004,115000,10958.9
t2204,722.7547,0,0,0,0,0.536970556,93.05207062,115000,10958.9
t2205,697.1294,0,0,0,0,0.523858368,85.12559509,115000,10958.9
t2206,637.2381,0,0,0,0,0.510746241,166.163208,115000,10958.9
t2207,597.9764,0,0,0,0,0.503657639,323.1221313,115000,10958.9
t2208,575.1475,0,0,0,0,0.496569097,163.8434448,115000,10958.9
t2209,548.2573,0,0,0,0,0.489480525,89.46425629,115000,10958.9
t2210,533.8259,0,0,0,0,0.496404141,0,115000,10958.9
t2211,519.4543,0,0,0,0,0.503327727,86.43995667,115000,10958.9
t2212,515.4028,0,0,0,0,0.510251343,258.1880493,115000,10958.9
t2213,504.8226,0,0,0,0,0.509737015,240.2641907,115000,10958.9
t2214,494.3909,0,0,0,0,0.509222686,249.4520874,115000,10958.9
t2215,507.8603,148244.5,0,148244.5,0,0.508708358,229.0166016,115000,10958.9
t2216,521.332,221199.8,0,221199.8,0,0.517659366,309.1216125,115000,10958.9
t2217,589.2248,317392.8,0,317392.8,0,0.526610434,362.1318665,115000,10958.9
t2218,610.6363,580799.3,0,580799.3,0,0.535561442,289.2867126,115000,10958.9
t2219,619.8031,747795.2,0,747795.2,0,0.545656323,201.7488098,115000,10958.9
t2220,577.2546,526165.9,0,526165.9,0,0.555499613,330.192627,115000,10958.9
t2221,545.3768,456040.9,0,456040.9,0,0.565080166,314.7471924,115000,10958.9
t2222,554.0218,365187.6,44.93743,365187.6,44.93743,0.568539798,128.7581177,115000,10958.9
t2223,593.5468,410821.6,0,410821.6,0,0.57199949,138.1687469,115000,10958.9
t2224,569.0032,462818.8,69.54388,462818.8,69.54388,0.575252235,172.3380737,115000,10958.9
t2225,564.1041,218466.9,74.99848,218466.9,74.99848,0.57558316,286.6130676,115000,10958.9
t2226,595.3314,45822.97,0,45822.97,0,0.575914025,77.90800476,115000,10958.9
t2227,640.1592,0,47.37213,0,47.37213,0.576244891,0,115000,10958.9
t2228,730.6881,0,0,0,0,0.571553707,0,115000,10958.9
t2229,681.6747,0,79.95004,0,79.95004,0.566862464,0,115000,10958.9
t2230,654.1694,0,73.49503,0,73.49503,0.56217128,0,115000,10958.9
t2231,620.2303,0,90.20642,0,90.20642,0.555806458,0,115000,10958.9
t2232,587.3761,0,169.5515,0,169.5515,0.549170673,0,115000,10958.9
t2233,558.5774,0,158.2142,0,158.2142,0.542534888,70.62725067,115000,10958.9
t2234,540.0764,0,131.156,0,131.156,0.539534032,143.9709778,115000,10958.9
t2235,529.3422,0,127.0473,0,127.0473,0.536533177,264.8792725,115000,10958.9
t2236,521.0245,0,189.1893,0,189.1893,0.533532321,226.5992279,115000,10958.9
t2237,515.8162,0,97.49839,0,97.49839,0.533275247,200.8287506,115000,10958.9
t2238,518.5398,0,69.9869,0,69.9869,0.533018231,242.0048523,115000,10958.9
t2239,516.9474,84879.95,89.96608,84879.95,89.96608,0.532761157,216.3719025,115000,10958.9
t2240,506.626,329797.2,126.9462,329797.2,126.9462,0.534425914,282.542511,115000,10958.9
t2241,521.794,676884.4,92.49701,676884.4,92.49701,0.536090612,163.9701996,115000,10958.9
t2242,528.5101,438373.6,71.74457,438373.6,71.74457,0.53775537,0,115000,10958.9
t2243,525.4033,525042.8,164.1934,525042.8,164.1934,0.531257093,72.46940613,115000,10958.9
t2244,529.3819,247096.5,108.6198,247096.5,108.6198,0.524477482,95.33127594,115000,10958.9
t2245,514.0919,202680.5,73.64721,202680.5,73.64721,0.517047346,103.3573151,115000,10958.9
t2246,522.914,378655.4,59.8162,378655.4,59.8162,0.51171881,0,115000,10958.9
t2247,541.4022,246359,64.91595,246359,64.91595,0.506390333,0,115000,10958.9
t2248,543.1941,342689.6,66.76814,342689.6,66.76814,0.501061857,0,115000,10958.9
t2249,569.3692,197063.2,85.59181,197063.2,85.59181,0.499484152,0,115000,10958.9
t2250,583.9982,68524.73,82.14597,68524.73,82.14597,0.497502416,0,115000,10958.9
t2251,623.7743,0,0,0,0,0.495500594,0,115000,10958.9
t2252,739.2482,0,0,0,0,0.498122096,0,115000,10958.9
t2253,717.8538,0,0,0,0,0.500743628,0,115000,10958.9
t2254,667.0589,0,0,0,0,0.503365099,0,115000,10958.9
t2255,620.2838,0,0,0,0,0.498908371,0,115000,10958.9
t2256,577.1606,0,0,0,0,0.494451612,0,115000,10958.9
t2257,553.848,0,0,0,0,0.490184188,0,115000,10958.9
t2258,536.7491,0,0,0,0,0.516125023,0,115000,10958.9
t2259,524.6228,0,0,0,0,0.541848779,0,115000,10958.9
t2260,514.578,0,0,0,0,0.566147268,0,115000,10958.9
t2261,509.0279,0,0,0,0,0.549560785,0,115000,10958.9
t2262,508.1881,0,0,0,0,0.532974303,0,115000,10958.9
t2263,508.1517,121993.8,0,121993.8,0,0.51638782,0,115000,10958.9
t2264,501.1508,278281,0,278281,0,0.506588042,0,115000,10958.9
t2265,511.639,580324.5,0,580324.5,0,0.496685266,0,115000,10958.9
t2266,529.8587,542539.1,0,542539.1,0,0.486782491,0,115000,10958.9
t2267,517.3256,691776.1,0,691776.1,0,0.479151905,0,115000,10958.9
t2268,524.2334,1177516,0,1177516,0,0.471521288,73.0579071,115000,10958.9
t2269,514.1293,1181654,0,1181654,0,0.463890672,126.5846024,115000,10958.9
t2270,535.4459,1323170,0,1323170,0,0.447164536,97.16465759,115000,10958.9
t2271,589.1759,750649.9,0,750649.9,0,0.430438399,0,115000,10958.9
t2272,613.9804,552879.9,46.41381,552879.9,46.41381,0.413712263,0,115000,10958.9
t2273,605.5261,208603.1,57.30367,208603.1,57.30367,0.395745814,0,115000,10958.9
t2274,610.3764,61392.35,85.5288,61392.35,85.5288,0.378795326,74.31868744,115000,10958.9
t2275,646.4129,0,40.93979,0,40.93979,0.361844838,86.94262695,115000,10958.9
t2276,717.0419,0,0,0,0,0.351225227,110.1359558,115000,10958.9
t2277,692.5573,0,0,0,0,0.340605617,127.5971375,115000,10958.9
t2278,653.2934,0,0,0,0,0.329986006,131.916626,115000,10958.9
t2279,614.9793,0,0,0,0,0.3178083,0,115000,10958.9
t2280,579.1396,0,0,0,0,0.305630565,0,115000,10958.9
t2281,558.5332,0,0,0,0,0.293452859,0,115000,10958.9
t2282,537.3622,0,0,0,0,0.28705886,0,115000,10958.9
t2283,468.0617,0,0,0,0,0.280651629,0,115000,10958.9
t2284,476.4431,0,0,0,0,0.274208456,0,115000,10958.9
t2285,508.2246,0,0,0,0,0.268025458,0,115000,10958.9
t2286,505.3262,0,0,0,0,0.261842459,0,115000,10958.9
t2287,507.7875,109682.7,0,109682.7,0,0.255659431,0,115000,10958.9
t2288,504.4277,266383.7,0,266383.7,0,0.25217098,79.73583221,115000,10958.9
t2289,541.8596,770676.4,48.25871,770676.4,48.25871,0.248682499,141.3847046,115000,10958.9
