,demand_R1,PV_B_R1,WindOnshore_B_R1,PV_N_R1,WindOnshore_N_R1,Wave_N_R1,WindOffshore_N_R1,demand_R2,PV_B_R2,WindOnshore_B_R2,PV_N_R2,WindOnshore_N_R2,Wave_N_R2,WindOffshore_N_R2,demand_R3,PV_B_R3,WindOnshore_B_R3,PV_N_R3,WindOnshore_N_R3,Wave_N_R3,WindOffshore_N_R3,demand_R4,PV_B_R4,WindOnshore_B_R4,PV_N_R4,WindOnshore_N_R4,Wave_N_R4,WindOffshore_N_R4
t1367,11.197,0,4314.237,0,4314.237,363.2654846,655.4686279,11.197,0,4314.237,0,4314.237,363.2654846,655.4686279,11.197,0,4314.237,0,4314.237,363.2654846,655.4686279,11.197,0,4314.237,0,4314.237,363.2654846,655.4686279
t1368,10.26074,0,4134.834,0,4134.834,357.5548828,848.0306396,10.26074,0,4134.834,0,4134.834,357.5548828,848.0306396,10.26074,0,4134.834,0,4134.834,357.5548828,848.0306396,10.26074,0,4134.834,0,4134.834,357.5548828,848.0306396
t1369,9.765619,0,2650.465,0,2650.465,351.844281,910.6412354,9.765619,0,2650.465,0,2650.465,351.844281,910.6412354,9.765619,0,2650.465,0,2650.465,351.844281,910.6412354,9.765619,0,2650.465,0,2650.465,351.844281,910.6412354
t1370,9.536594,0,2439.892,0,2439.892,347.3886251,876.6700439,9.536594,0,2439.892,0,2439.892,347.3886251,876.6700439,9.536594,0,2439.892,0,2439.892,347.3886251,876.6700439,9.536594,0,2439.892,0,2439.892,347.3886251,876.6700439
t1371,9.3953,0,1664.302,0,1664.302,342.9329693,847.2110596,9.3953,0,1664.302,0,1664.302,342.9329693,847.2110596,9.3953,0,1664.302,0,1664.302,342.9329693,847.2110596,9.3953,0,1664.302,0,1664.302,342.9329693,847.2110596
t1372,9.383521,0,1553.428,0,1553.428,338.4773135,837.4421387,9.383521,0,1553.428,0,1553.428,338.4773135,837.4421387,9.383521,0,1553.428,0,1553.428,338.4773135,837.4421387,9.383521,0,1553.428,0,1553.428,338.4773135,837.4421387
t1373,9.407896,0,1805.682,0,1805.682,334.7876072,803.9052734,9.407896,0,1805.682,0,1805.682,334.7876072,803.9052734,9.407896,0,1805.682,0,1805.682,334.7876072,803.9052734,9.407896,0,1805.682,0,1805.682,334.7876072,803.9052734
t1374,9.150526,0,1639.615,0,1639.615,331.0979009,759.0844727,9.150526,0,1639.615,0,1639.615,331.0979009,759.0844727,9.150526,0,1639.615,0,1639.615,331.0979009,759.0844727,9.150526,0,1639.615,0,1639.615,331.0979009,759.0844727
t1375,9.025904,0,4443.432,0,4443.432,327.4081945,649.5783081,9.025904,0,4443.432,0,4443.432,327.4081945,649.5783081,9.025904,0,4443.432,0,4443.432,327.4081945,649.5783081,9.025904,0,4443.432,0,4443.432,327.4081945,649.5783081
t1376,8.582815,617.6975,3538.902,617.6975,3538.902,325.3310025,516.0302124,8.582815,617.6975,3538.902,617.6975,3538.902,325.3310025,516.0302124,8.582815,617.6975,3538.902,617.6975,3538.902,325.3310025,516.0302124,8.582815,617.6975,3538.902,617.6975,3538.902,325.3310025,516.0302124
t1377,8.28159,1745.749,2717.793,1745.749,2717.793,323.2537806,424.7422485,8.28159,1745.749,2717.793,1745.749,2717.793,323.2537806,424.7422485,8.28159,1745.749,2717.793,1745.749,2717.793,323.2537806,424.7422485,8.28159,1745.749,2717.793,1745.749,2717.793,323.2537806,424.7422485
t1378,7.695961,2879.235,2707.823,2879.235,2707.823,321.1708963,342.1654663,7.695961,2879.235,2707.823,2879.235,2707.823,321.1708963,342.1654663,7.695961,2879.235,2707.823,2879.235,2707.823,321.1708963,342.1654663,7.695961,2879.235,2707.823,2879.235,2707.823,321.1708963,342.1654663
t1379,7.866573,3443.583,4500,3443.583,4500,319.8183477,259.5213928,7.866573,3443.583,4500,3443.583,4500,319.8183477,259.5213928,7.866573,3443.583,4500,3443.583,4500,319.8183477,259.5213928,7.866573,3443.583,4500,3443.583,4500,319.8183477,259.5213928
t1380,7.686763,4155.193,4500,4155.193,4500,318.4657991,145.3783569,7.686763,4155.193,4500,4155.193,4500,318.4657991,145.3783569,7.686763,4155.193,4500,4155.193,4500,318.4657991,145.3783569,7.686763,4155.193,4500,4155.193,4500,318.4657991,145.3783569
t1381,7.57883,4481.387,4500,4481.387,4500,317.1132505,151.3547058,7.57883,4481.387,4500,4481.387,4500,317.1132505,151.3547058,7.57883,4481.387,4500,4481.387,4500,317.1132505,151.3547058,7.57883,4481.387,4500,4481.387,4500,317.1132505,151.3547058
t1382,7.886767,4443.89,4500,4443.89,4500,315.6104088,220.1698761,7.886767,4443.89,4500,4443.89,4500,315.6104088,220.1698761,7.886767,4443.89,4500,4443.89,4500,315.6104088,220.1698761,7.886767,4443.89,4500,4443.89,4500,315.6104088,220.1698761
t1383,7.791224,3521.071,4500,3521.071,4500,314.1075969,179.8741455,7.791224,3521.071,4500,3521.071,4500,314.1075969,179.8741455,7.791224,3521.071,4500,3521.071,4500,314.1075969,179.8741455,7.791224,3521.071,4500,3521.071,4500,314.1075969,179.8741455
t1384,8.752255,3336.601,4500,3336.601,4500,312.6047552,124.2081146,8.752255,3336.601,4500,3336.601,4500,312.6047552,124.2081146,8.752255,3336.601,4500,3336.601,4500,312.6047552,124.2081146,8.752255,3336.601,4500,3336.601,4500,312.6047552,124.2081146
t1385,9.165431,2248.117,4500,2248.117,4500,309.1576099,150.7105865,9.165431,2248.117,4500,2248.117,4500,309.1576099,150.7105865,9.165431,2248.117,4500,2248.117,4500,309.1576099,150.7105865,9.165431,2248.117,4500,2248.117,4500,309.1576099,150.7105865
t1386,9.71239,1459.742,0,1459.742,0,305.7104647,301.3609619,9.71239,1459.742,0,1459.742,0,305.7104647,301.3609619,9.71239,1459.742,0,1459.742,0,305.7104647,301.3609619,9.71239,1459.742,0,1459.742,0,305.7104647,301.3609619
t1387,11.09033,359.6173,4500,359.6173,4500,302.2633195,513.442749,11.09033,359.6173,4500,359.6173,4500,302.2633195,513.442749,11.09033,359.6173,4500,359.6173,4500,302.2633195,513.442749,11.09033,359.6173,4500,359.6173,4500,302.2633195,513.442749
t1388,11.69684,0,4500,0,4500,300.1115918,657.383667,11.69684,0,4500,0,4500,300.1115918,657.383667,11.69684,0,4500,0,4500,300.1115918,657.383667,11.69684,0,4500,0,4500,300.1115918,657.383667
t1389,11.03816,0,4500,0,4500,297.9598641,594.8312988,11.03816,0,4500,0,4500,297.9598641,594.8312988,11.03816,0,4500,0,4500,297.9598641,594.8312988,11.03816,0,4500,0,4500,297.9598641,594.8312988
t1390,10.27474,0,4291.324,0,4291.324,295.8081067,618.5717773,10.27474,0,4291.324,0,4291.324,295.8081067,618.5717773,10.27474,0,4291.324,0,4291.324,295.8081067,618.5717773,10.27474,0,4291.324,0,4291.324,295.8081067,618.5717773
t1391,9.731757,0,578.0541,0,578.0541,286.3954902,451.6538391,9.731757,0,578.0541,0,578.0541,286.3954902,451.6538391,9.731757,0,578.0541,0,578.0541,286.3954902,451.6538391,9.731757,0,578.0541,0,578.0541,286.3954902,451.6538391
t1392,9.41184,0,863.5994,0,863.5994,277.6026726,448.8752747,9.41184,0,863.5994,0,863.5994,277.6026726,448.8752747,9.41184,0,863.5994,0,863.5994,277.6026726,448.8752747,9.41184,0,863.5994,0,863.5994,277.6026726,448.8752747
t1393,9.004292,0,2089.682,0,2089.682,268.8098848,352.6579285,9.004292,0,2089.682,0,2089.682,268.8098848,352.6579285,9.004292,0,2089.682,0,2089.682,268.8098848,352.6579285,9.004292,0,2089.682,0,2089.682,268.8098848,352.6579285
t1394,8.816171,0,1758.056,0,1758.056,266.9945061,341.7332764,8.816171,0,1758.056,0,1758.056,266.9945061,341.7332764,8.816171,0,1758.056,0,1758.056,266.9945061,341.7332764,8.816171,0,1758.056,0,1758.056,266.9945061,341.7332764
t1395,8.820286,0,153.4254,0,153.4254,265.1791275,230.0878754,8.820286,0,153.4254,0,153.4254,265.1791275,230.0878754,8.820286,0,153.4254,0,153.4254,265.1791275,230.0878754,8.820286,0,153.4254,0,153.4254,265.1791275,230.0878754
t1396,8.961406,0,936.5341,0,936.5341,263.3637488,0,8.961406,0,936.5341,0,936.5341,263.3637488,0,8.961406,0,936.5341,0,936.5341,263.3637488,0,8.961406,0,936.5341,0,936.5341,263.3637488,0
t1397,9.152015,0,3656.568,0,3656.568,261.8264556,0,9.152015,0,3656.568,0,3656.568,261.8264556,0,9.152015,0,3656.568,0,3656.568,261.8264556,0,9.152015,0,3656.568,0,3656.568,261.8264556,0
t1398,9.735977,0,2916.552,0,2916.552,260.2891326,0,9.735977,0,2916.552,0,2916.552,260.2891326,0,9.735977,0,2916.552,0,2916.552,260.2891326,0,9.735977,0,2916.552,0,2916.552,260.2891326,0
t1399,9.700639,0,1934.293,0,1934.293,258.7518394,0,9.700639,0,1934.293,0,1934.293,258.7518394,0,9.700639,0,1934.293,0,1934.293,258.7518394,0,9.700639,0,1934.293,0,1934.293,258.7518394,0
t1400,10.17192,596.1663,2984.086,596.1663,2984.086,259.6738935,0,10.17192,596.1663,2984.086,596.1663,2984.086,259.6738935,0,10.17192,596.1663,2984.086,596.1663,2984.086,259.6738935,0,10.17192,596.1663,2984.086,596.1663,2984.086,259.6738935,0
t1401,10.62554,1851.455,2471.947,1851.455,2471.947,260.5959475,0,10.62554,1851.455,2471.947,1851.455,2471.947,260.5959475,0,10.62554,1851.455,2471.947,1851.455,2471.947,260.5959475,0,10.62554,1851.455,2471.947,1851.455,2471.947,260.5959475,0
t1402,10.48617,2768.573,2336.614,2768.573,2336.614,261.5180016,0,10.48617,2768.573,2336.614,2768.573,2336.614,261.5180016,0,10.48617,2768.573,2336.614,2768.573,2336.614,261.5180016,0,10.48617,2768.573,2336.614,2768.573,2336.614,261.5180016,0
t1403,11.73308,3213.444,4500,3213.444,4500,258.61305,0,11.73308,3213.444,4500,3213.444,4500,258.61305,0,11.73308,3213.444,4500,3213.444,4500,258.61305,0,11.73308,3213.444,4500,3213.444,4500,258.61305,0
t1404,12.11775,4072.492,4500,4072.492,4500,255.6776404,0,12.11775,4072.492,4500,4072.492,4500,255.6776404,0,12.11775,4072.492,4500,4072.492,4500,255.6776404,0,12.11775,4072.492,4500,4072.492,4500,255.6776404,0
t1405,12.84443,4361.711,4500,4361.711,4500,252.6389658,0,12.84443,4361.711,4500,4361.711,4500,252.6389658,0,12.84443,4361.711,4500,4361.711,4500,252.6389658,0,12.84443,4361.711,4500,4361.711,4500,252.6389658,0
t1406,11.42449,4355.936,4146.991,4355.936,4146.991,250.0233352,0,11.42449,4355.936,4146.991,4355.936,4146.991,250.0233352,0,11.42449,4355.936,4146.991,4355.936,4146.991,250.0233352,0,11.42449,4355.936,4146.991,4355.936,4146.991,250.0233352,0
t1407,12.33644,3822.26,1685.404,3822.26,1685.404,247.4076748,0,12.33644,3822.26,1685.404,3822.26,1685.404,247.4076748,0,12.33644,3822.26,1685.404,3822.26,1685.404,247.4076748,0,12.33644,3822.26,1685.404,3822.26,1685.404,247.4076748,0
t1408,11.80491,3129.155,4225.89,3129.155,4225.89,244.7920442,0,11.80491,3129.155,4225.89,3129.155,4225.89,244.7920442,0,11.80491,3129.155,4225.89,3129.155,4225.89,244.7920442,0,11.80491,3129.155,4225.89,3129.155,4225.89,244.7920442,0
t1409,10.92672,2552.782,4013.484,2552.782,4013.484,242.308557,0,10.92672,2552.782,4013.484,2552.782,4013.484,242.308557,0,10.92672,2552.782,4013.484,2552.782,4013.484,242.308557,0,10.92672,2552.782,4013.484,2552.782,4013.484,242.308557,0
t1410,11.11496,1291.099,4500,1291.099,4500,239.8250848,0,11.11496,1291.099,4500,1291.099,4500,239.8250848,0,11.11496,1291.099,4500,1291.099,4500,239.8250848,0,11.11496,1291.099,4500,1291.099,4500,239.8250848,0
t1411,12.65281,367.2081,4500,367.2081,4500,237.3416126,0,12.65281,367.2081,4500,367.2081,4500,237.3416126,0,12.65281,367.2081,4500,367.2081,4500,237.3416126,0,12.65281,367.2081,4500,367.2081,4500,237.3416126,0
t1412,13.64427,0,4500,0,4500,236.6535515,0,13.64427,0,4500,0,4500,236.6535515,0,13.64427,0,4500,0,4500,236.6535515,0,13.64427,0,4500,0,4500,236.6535515,0
t1413,12.91874,0,4500,0,4500,235.9655052,0,12.91874,0,4500,0,4500,235.9655052,0,12.91874,0,4500,0,4500,235.9655052,0,12.91874,0,4500,0,4500,235.9655052,0
t1414,11.27016,0,4500,0,4500,235.2774441,132.4591064,11.27016,0,4500,0,4500,235.2774441,132.4591064,11.27016,0,4500,0,4500,235.2774441,132.4591064,11.27016,0,4500,0,4500,235.2774441,132.4591064
t1415,10.28691,0,4500,0,4500,235.6467396,87.31010437,10.28691,0,4500,0,4500,235.6467396,87.31010437,10.28691,0,4500,0,4500,235.6467396,87.31010437,10.28691,0,4500,0,4500,235.6467396,87.31010437
t1416,9.762223,0,4500,0,4500,236.01605,128.9944153,9.762223,0,4500,0,4500,236.01605,128.9944153,9.762223,0,4500,0,4500,236.01605,128.9944153,9.762223,0,4500,0,4500,236.01605,128.9944153
t1417,9.328958,0,4500,0,4500,236.3390177,222.2810364,9.328958,0,4500,0,4500,236.3390177,222.2810364,9.328958,0,4500,0,4500,236.3390177,222.2810364,9.328958,0,4500,0,4500,236.3390177,222.2810364
t1418,9.297304,0,4500,0,4500,237.1513993,292.0608826,9.297304,0,4500,0,4500,237.1513993,292.0608826,9.297304,0,4500,0,4500,237.1513993,292.0608826,9.297304,0,4500,0,4500,237.1513993,292.0608826
t1419,9.262054,0,4500,0,4500,237.9637808,250.3855133,9.262054,0,4500,0,4500,237.9637808,250.3855133,9.262054,0,4500,0,4500,237.9637808,250.3855133,9.262054,0,4500,0,4500,237.9637808,250.3855133
t1420,9.239975,0,4500,0,4500,238.7761772,368.7839355,9.239975,0,4500,0,4500,238.7761772,368.7839355,9.239975,0,4500,0,4500,238.7761772,368.7839355,9.239975,0,4500,0,4500,238.7761772,368.7839355
t1421,9.392156,0,4500,0,4500,239.7266477,354.5014648,9.392156,0,4500,0,4500,239.7266477,354.5014648,9.392156,0,4500,0,4500,239.7266477,354.5014648,9.392156,0,4500,0,4500,239.7266477,354.5014648
t1422,9.990508,0,3529.898,0,3529.898,240.6771332,324.1068115,9.990508,0,3529.898,0,3529.898,240.6771332,324.1068115,9.990508,0,3529.898,0,3529.898,240.6771332,324.1068115,9.990508,0,3529.898,0,3529.898,240.6771332,324.1068115
t1423,9.722485,0,4500,0,4500,241.6276187,311.7443542,9.722485,0,4500,0,4500,241.6276187,311.7443542,9.722485,0,4500,0,4500,241.6276187,311.7443542,9.722485,0,4500,0,4500,241.6276187,311.7443542
t1424,9.96307,552.6346,4500,552.6346,4500,241.8826967,324.8651733,9.96307,552.6346,4500,552.6346,4500,241.8826967,324.8651733,9.96307,552.6346,4500,552.6346,4500,241.8826967,324.8651733,9.96307,552.6346,4500,552.6346,4500,241.8826967,324.8651733
t1425,11.03286,1432.335,4500,1432.335,4500,242.0853525,273.8962097,11.03286,1432.335,4500,1432.335,4500,242.0853525,273.8962097,11.03286,1432.335,4500,1432.335,4500,242.0853525,273.8962097,11.03286,1432.335,4500,1432.335,4500,242.0853525,273.8962097
t1426,10.6664,2766.976,4500,2766.976,4500,242.2880083,208.0315704,10.6664,2766.976,4500,2766.976,4500,242.2880083,208.0315704,10.6664,2766.976,4500,2766.976,4500,242.2880083,208.0315704,10.6664,2766.976,4500,2766.976,4500,242.2880083,208.0315704
t1427,12.29474,3734.634,4202.159,3734.634,4202.159,242.3586696,253.8902283,12.29474,3734.634,4202.159,3734.634,4202.159,242.3586696,253.8902283,12.29474,3734.634,4202.159,3734.634,4202.159,242.3586696,253.8902283,12.29474,3734.634,4202.159,3734.634,4202.159,242.3586696,253.8902283
t1428,10.19122,4212.461,4312.821,4212.461,4312.821,242.4293309,345.5207825,10.19122,4212.461,4312.821,4212.461,4312.821,242.4293309,345.5207825,10.19122,4212.461,4312.821,4212.461,4312.821,242.4293309,345.5207825,10.19122,4212.461,4312.821,4212.461,4312.821,242.4293309,345.5207825
t1429,10.22448,4204.089,4250.579,4204.089,4250.579,242.4999774,550.532959,10.22448,4204.089,4250.579,4204.089,4250.579,242.4999774,550.532959,10.22448,4204.089,4250.579,4204.089,4250.579,242.4999774,550.532959,10.22448,4204.089,4250.579,4204.089,4250.579,242.4999774,550.532959
t1430,11.0914,3447.808,4500,3447.808,4500,243.9137846,723.5198975,11.0914,3447.808,4500,3447.808,4500,243.9137846,723.5198975,11.0914,3447.808,4500,3447.808,4500,243.9137846,723.5198975,11.0914,3447.808,4500,3447.808,4500,243.9137846,723.5198975
t1431,11.72957,3475.564,4500,3475.564,4500,244.1497147,806.0864868,11.72957,3475.564,4500,3475.564,4500,244.1497147,806.0864868,11.72957,3475.564,4500,3475.564,4500,244.1497147,806.0864868,11.72957,3475.564,4500,3475.564,4500,244.1497147,806.0864868
t1432,11.63992,3068.904,4500,3068.904,4500,243.6339706,732.1125488,11.63992,3068.904,4500,3068.904,4500,243.6339706,732.1125488,11.63992,3068.904,4500,3068.904,4500,243.6339706,732.1125488,11.63992,3068.904,4500,3068.904,4500,243.6339706,732.1125488
t1433,10.87172,2500.96,1907.369,2500.96,1907.369,243.4777766,755.8911743,10.87172,2500.96,1907.369,2500.96,1907.369,243.4777766,755.8911743,10.87172,2500.96,1907.369,2500.96,1907.369,243.4777766,755.8911743,10.87172,2500.96,1907.369,2500.96,1907.369,243.4777766,755.8911743
t1434,10.56429,1484.039,2780.297,1484.039,2780.297,243.3215827,784.6497803,10.56429,1484.039,2780.297,1484.039,2780.297,243.3215827,784.6497803,10.56429,1484.039,2780.297,1484.039,2780.297,243.3215827,784.6497803,10.56429,1484.039,2780.297,1484.039,2780.297,243.3215827,784.6497803
t1435,12.63309,356.6304,3698.812,356.6304,3698.812,243.1654036,895.1749878,12.63309,356.6304,3698.812,356.6304,3698.812,243.1654036,895.1749878,12.63309,356.6304,3698.812,356.6304,3698.812,243.1654036,895.1749878,12.63309,356.6304,3698.812,356.6304,3698.812,243.1654036,895.1749878
t1436,13.27301,0,4500,0,4500,244.6199954,868.3653564,13.27301,0,4500,0,4500,244.6199954,868.3653564,13.27301,0,4500,0,4500,244.6199954,868.3653564,13.27301,0,4500,0,4500,244.6199954,868.3653564
t1437,12.44741,0,3443.661,0,3443.661,246.074602,802.6138306,12.44741,0,3443.661,0,3443.661,246.074602,802.6138306,12.44741,0,3443.661,0,3443.661,246.074602,802.6138306,12.44741,0,3443.661,0,3443.661,246.074602,802.6138306
t1438,11.01593,0,4459.367,0,4459.367,247.5292087,839.0794067,11.01593,0,4459.367,0,4459.367,247.5292087,839.0794067,11.01593,0,4459.367,0,4459.367,247.5292087,839.0794067,11.01593,0,4459.367,0,4459.367,247.5292087,839.0794067
t1439,10.39761,0,4500,0,4500,247.4367768,1372.172119,10.39761,0,4500,0,4500,247.4367768,1372.172119,10.39761,0,4500,0,4500,247.4367768,1372.172119,10.39761,0,4500,0,4500,247.4367768,1372.172119
t1440,9.862527,0,4500,0,4500,246.7701435,1279.657471,9.862527,0,4500,0,4500,246.7701435,1279.657471,9.862527,0,4500,0,4500,246.7701435,1279.657471,9.862527,0,4500,0,4500,246.7701435,1279.657471
t1441,9.586288,0,4500,0,4500,246.1034954,1090.666504,9.586288,0,4500,0,4500,246.1034954,1090.666504,9.586288,0,4500,0,4500,246.1034954,1090.666504,9.586288,0,4500,0,4500,246.1034954,1090.666504
t1442,9.268164,0,4500,0,4500,248.2032329,736.697937,9.268164,0,4500,0,4500,248.2032329,736.697937,9.268164,0,4500,0,4500,248.2032329,736.697937,9.268164,0,4500,0,4500,248.2032329,736.697937
t1443,9.123827,0,4500,0,4500,250.3029406,682.8512573,9.123827,0,4500,0,4500,250.3029406,682.8512573,9.123827,0,4500,0,4500,250.3029406,682.8512573,9.123827,0,4500,0,4500,250.3029406,682.8512573
t1444,9.179639,0,1911.136,0,1911.136,252.402693,662.3969116,9.179639,0,1911.136,0,1911.136,252.402693,662.3969116,9.179639,0,1911.136,0,1911.136,252.402693,662.3969116,9.179639,0,1911.136,0,1911.136,252.402693,662.3969116
t1445,9.294228,0,4500,0,4500,261.0097528,517.5214844,9.294228,0,4500,0,4500,261.0097528,517.5214844,9.294228,0,4500,0,4500,261.0097528,517.5214844,9.294228,0,4500,0,4500,261.0097528,517.5214844
t1446,9.752894,0,4500,0,4500,269.6168423,397.9629211,9.752894,0,4500,0,4500,269.6168423,397.9629211,9.752894,0,4500,0,4500,269.6168423,397.9629211,9.752894,0,4500,0,4500,269.6168423,397.9629211
t1447,9.460225,0,3772.19,0,3772.19,278.2239318,333.4645691,9.460225,0,3772.19,0,3772.19,278.2239318,333.4645691,9.460225,0,3772.19,0,3772.19,278.2239318,333.4645691,9.460225,0,3772.19,0,3772.19,278.2239318,333.4645691
t1448,10.87896,365.9542,3629.584,365.9542,3629.584,287.4911427,232.1784363,10.87896,365.9542,3629.584,365.9542,3629.584,287.4911427,232.1784363,10.87896,365.9542,3629.584,365.9542,3629.584,287.4911427,232.1784363,10.87896,365.9542,3629.584,365.9542,3629.584,287.4911427,232.1784363
t1449,11.07858,556.6185,293.3565,556.6185,293.3565,297.760129,87.6394043,11.07858,556.6185,293.3565,556.6185,293.3565,297.760129,87.6394043,11.07858,556.6185,293.3565,556.6185,293.3565,297.760129,87.6394043,11.07858,556.6185,293.3565,556.6185,293.3565,297.760129,87.6394043
t1450,10.04581,530.412,0,530.412,0,307.6409698,0,10.04581,530.412,0,530.412,0,307.6409698,0,10.04581,530.412,0,530.412,0,307.6409698,0,10.04581,530.412,0,530.412,0,307.6409698,0
t1451,10.2916,952.5668,162.0069,952.5668,162.0069,313.0305111,0,10.2916,952.5668,162.0069,952.5668,162.0069,313.0305111,0,10.2916,952.5668,162.0069,952.5668,162.0069,313.0305111,0,10.2916,952.5668,162.0069,952.5668,162.0069,313.0305111,0
t1452,9.595305,628.5139,0,628.5139,0,317.5314665,51.13258743,9.595305,628.5139,0,628.5139,0,317.5314665,51.13258743,9.595305,628.5139,0,628.5139,0,317.5314665,51.13258743,9.595305,628.5139,0,628.5139,0,317.5314665,51.13258743
t1453,9.663887,1296.792,366.1187,1296.792,366.1187,322.032392,163.8484802,9.663887,1296.792,366.1187,1296.792,366.1187,322.032392,163.8484802,9.663887,1296.792,366.1187,1296.792,366.1187,322.032392,163.8484802,9.663887,1296.792,366.1187,1296.792,366.1187,322.032392,163.8484802
t1454,10.52804,742.984,767.5858,742.984,767.5858,323.9180744,298.5250854,10.52804,742.984,767.5858,742.984,767.5858,323.9180744,298.5250854,10.52804,742.984,767.5858,742.984,767.5858,323.9180744,298.5250854,10.52804,742.984,767.5858,742.984,767.5858,323.9180744,298.5250854
t1455,10.82744,686.9833,0,686.9833,0,325.8037567,354.6650085,10.82744,686.9833,0,686.9833,0,325.8037567,354.6650085,10.82744,686.9833,0,686.9833,0,325.8037567,354.6650085,10.82744,686.9833,0,686.9833,0,325.8037567,354.6650085
t1456,11.66426,482.8804,0,482.8804,0,327.6894093,357.3867493,11.66426,482.8804,0,482.8804,0,327.6894093,357.3867493,11.66426,482.8804,0,482.8804,0,327.6894093,357.3867493,11.66426,482.8804,0,482.8804,0,327.6894093,357.3867493
t1457,11.40879,233.8307,0,233.8307,0,331.3916326,321.6509399,11.40879,233.8307,0,233.8307,0,331.3916326,321.6509399,11.40879,233.8307,0,233.8307,0,331.3916326,321.6509399,11.40879,233.8307,0,233.8307,0,331.3916326,321.6509399
