,demand_R1,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,demand_R2
t6833,8.502518,1534.281,4500,1534.281,4500,164.9976075,0,55242
t6834,8.349027,836.8286,1260.064,836.8286,1260.064,169.0454334,0,55312
t6835,8.94721,80.37849,1094.577,80.37849,1094.577,173.0932444,0,56864
t6836,10.65441,0,4139.216,0,4139.216,178.054601,96.61416626,59383
t6837,10.47261,0,4269.625,0,4269.625,183.0159426,162.2882385,55980
t6838,10.03238,0,4227.712,0,4227.712,187.8190637,292.1057739,52443
t6839,8.851984,0,3402.816,0,3402.816,192.1250075,219.1771393,49417
t6840,8.393934,0,3339.778,0,3339.778,196.535781,310.3326721,45306
t6841,8.216081,0,2348.03,0,2348.03,200.7914782,339.0369568,42273
t6842,8.030556,0,222.4332,0,222.4332,211.773172,343.9879761,40558
t6843,7.919692,0,773.6393,0,773.6393,220.258072,495.3572388,39778
t6844,7.931807,0,1790.541,0,1790.541,231.7433208,546.2088623,40217
t6845,8.026194,0,433.0052,0,433.0052,236.6609573,599.7719727,41477
t6846,8.081729,0,795.2211,0,795.2211,241.5786088,780.7595215,44615
t6847,8.035471,108.4932,1766.844,108.4932,1766.844,246.4962453,883.2977905,52134
t6848,8.307091,1051.103,1074.007,1051.103,1074.007,252.1077693,737.177063,57836
t6849,8.55585,1903.624,4349.602,1903.624,4349.602,257.7192783,691.0311279,59690
t6850,8.717349,2715.212,4500,2715.212,4500,263.3307576,823.4300537,59937
t6851,8.800434,2822.735,4461.08,2822.735,4461.08,263.8040483,782.3110352,61065
t6852,8.70068,3943.362,4500,3943.362,4500,264.2773092,819.4120483,62202
t6853,8.932357,3716.344,4500,3716.344,4500,264.7505999,752.449646,61632
t6854,9.032409,2878.408,4500,2878.408,4500,264.790982,608.8509521,60706
t6855,8.865847,2940.702,4500,2940.702,4500,264.8313642,430.2019958,59453
t6856,9.10097,2583.967,4500,2583.967,4500,264.8717463,406.2287292,58586
t6857,8.609982,1420.316,4500,1420.316,4500,265.8675611,477.0426331,57335
t6858,8.923896,716.2338,3858.929,716.2338,3858.929,266.6988671,556.1491089,57432
t6859,9.619981,92.21965,2086.053,92.21965,2086.053,267.4913108,718.3289185,59208
t6860,11.04665,0,1370.06,0,1370.06,267.8662837,883.5541992,60348
t6861,10.6584,0,349.0133,0,349.0133,268.0705488,925.2960205,56739
t6862,10.16275,0,146.4471,0,146.4471,268.0941224,926.7368774,53124
t6863,9.34448,0,369.5938,0,369.5938,268.3199942,831.871521,49854
t6864,8.740136,0,1891.393,0,1891.393,268.545866,873.7438965,45854
t6865,8.214345,0,1053.357,0,1053.357,268.7717378,920.7297974,43038
t6866,8.14564,0,1339.538,0,1339.538,268.0625021,985.8128662,41070
t6867,8.092291,0,1774.76,0,1774.76,266.7803466,1043.554688,40368
t6868,7.845496,0,1346.13,0,1346.13,265.4981911,1085.94458,40654
t6869,7.968453,0,4500,0,4500,259.8060966,1165.83667,42062
t6870,8.245748,0,1303.659,0,1303.659,254.114002,1166.27417,45127
t6871,8.400048,117.883,4500,117.883,4500,248.4219074,1115.964233,52434
t6872,8.305306,538.0264,2975.023,538.0264,2975.023,243.292436,1075.280396,58636
t6873,8.384174,1177.005,1609.403,1177.005,1609.403,238.1629497,1027.477295,60946
t6874,8.367768,2413.171,508.6795,2413.171,508.6795,233.0334634,1045.545532,61285
t6875,8.581527,1945.104,649.5051,1945.104,649.5051,228.720963,948.6728516,62295
t6876,9.206687,2330.189,1478.265,2330.189,1478.265,224.0887731,1036.676758,63144
t6877,9.256715,2783.674,3264.338,2783.674,3264.338,219.4565833,1048.751221,62963
t6878,9.251381,2033.856,3283.85,2033.856,3283.85,216.5935934,944.7262573,61898
t6879,9.632367,3354.272,4316.378,3354.272,4316.378,213.8312459,938.1803589,61089
t6880,9.502678,2280.982,4500,2280.982,4500,211.1968398,986.9553223,60506
t6881,9.668882,1393.645,4500,1393.645,4500,209.5801234,1156.227905,58941
t6882,9.596946,722.6885,4500,722.6885,4500,207.9634219,1341.658569,58715
t6883,10.41483,22.08727,4500,22.08727,4500,206.3467056,1294.632568,60171
t6884,11.92178,0,4500,0,4500,209.4177157,1400.123413,60441
t6885,11.68868,0,977.3445,0,977.3445,212.4887258,1486.062744,56964
t6886,10.95911,0,1458.837,0,1458.837,215.5722231,1407.174805,53272
t6887,10.35383,0,1838.564,0,1838.564,215.5084461,1144.755493,50046
t6888,9.780932,0,560.2175,0,560.2175,215.4571712,1236.04834,45862
t6889,9.320443,0,480.1859,0,480.1859,215.4058814,1412.681274,42652
t6890,9.061447,0,1369.464,0,1369.464,217.7883983,1503.793457,40808
t6891,8.869319,0,3916.063,0,3916.063,219.9344039,1523.318848,40012
t6892,8.638007,0,2682.102,0,2682.102,222.0804095,1654.426147,40218
t6893,8.496222,0,372.1758,0,372.1758,224.6007323,1723.086182,41497
t6894,8.535439,0,340.7376,0,340.7376,227.12107,1693.23645,44747
t6895,8.288095,113.9097,774.0996,113.9097,774.0996,229.5708954,1619.192627,52180
t6896,8.150741,1046.978,114.3192,1046.978,114.3192,233.6375713,1527.331177,58172
t6897,8.55649,2179.323,484.4008,2179.323,484.4008,237.7042472,1189.243896,60550
t6898,8.558409,3041.209,2551.104,3041.209,2551.104,240.4268086,1025.903076,61211
t6899,8.170089,3623.065,1590.147,3623.065,1590.147,239.8754656,798.2789307,62445
t6900,7.943441,2284.824,817.7982,2284.824,817.7982,239.0880436,741.7320557,63378
t6901,7.900832,2179.083,801.8069,2179.083,801.8069,238.3006364,892.2362061,62990
t6902,7.929168,1428.195,1294.093,1428.195,1294.093,236.2323105,1238.662964,62291
t6903,7.963114,2827.117,4159.928,2827.117,4159.928,234.1639847,1597.210938,61244
t6904,8.373835,2939.374,4500,2939.374,4500,232.0956588,1609.150879,60429
t6905,8.626902,1783.431,2864.097,1783.431,2864.097,231.1725169,1555.908813,58752
t6906,8.939424,547.6961,2685.817,547.6961,2685.817,230.2493751,1771.16272,59212
t6907,9.643128,84.74637,2347.724,84.74637,2347.724,229.3262333,2281.715576,60544
t6908,11.35968,0,2491.377,0,2491.377,226.4517099,2676.868164,60813
t6909,11.52626,0,4197.972,0,4197.972,223.5771716,2779.064453,57414
t6910,10.50561,0,2891.716,0,2891.716,220.7026333,2874.788574,53754
t6911,9.725854,0,3163.99,0,3163.99,218.0747092,2914.916016,50274
t6912,9.044,0,1843.242,0,1843.242,215.4467702,3154.356934,46124
t6913,8.61648,0,1892.327,0,1892.327,212.8188312,3566.865479,42899
t6914,8.503147,0,709.9619,0,709.9619,211.3115937,4018.216553,40804
t6915,8.384783,0,1681.409,0,1681.409,209.804371,4181.365234,39801
t6916,8.360501,0,595.8054,0,595.8054,208.2971334,4222.727051,40133
t6917,8.575091,0,0,0,0,207.3382735,4403.987793,41568
t6918,8.694697,0,0,0,0,206.3794136,4582.530273,44929
t6919,8.484916,142.5766,301.9366,142.5766,301.9366,205.5177689,4901.097656,51942
t6920,8.695361,689.871,663.4145,689.871,663.4145,205.4956704,5000,58012
t6921,8.655055,1787.246,1567.46,1787.246,1567.46,205.473572,5000,60392
t6922,8.157557,2641.873,3953.422,2641.873,3953.422,205.4514736,4948.283691,61080
t6923,7.645047,2787.949,4500,2787.949,4500,205.6613714,4561.563965,62288
t6924,7.749846,3784.602,4500,3784.602,4500,205.8712542,4348.904785,62679
t6925,7.385392,4450.183,4500,4450.183,4500,206.0811371,4081.593262,57014
t6926,7.225389,4312.661,4500,4312.661,4500,206.2639892,3718.072021,60134
t6927,7.294693,3632.611,4500,3632.611,4500,206.4468414,3396.458008,58622
t6928,7.324946,2902.076,4500,2902.076,4500,206.6296935,3126.413086,57600
t6929,7.73652,1687.217,4500,1687.217,4500,207.6651305,2920.794922,56646
t6930,8.042036,931.6638,3594.27,931.6638,3594.27,208.7005824,2759.436523,57156
t6931,8.40066,67.0109,3602.282,67.0109,3602.282,209.7360194,2636.761963,58743
t6932,9.538215,0,4500,0,4500,211.9610757,2616.4104,58746
t6933,9.430024,0,4500,0,4500,213.8116658,2568.82373,54830
t6934,9.045451,0,625.0612,0,625.0612,215.5538201,2792.997803,51146
t6935,8.688061,0,887.0673,0,887.0673,218.6298221,3441.368408,48293
t6936,8.508194,0,669.0256,0,669.0256,221.7058092,4305.420898,44380
t6937,8.384783,0,336.2578,0,336.2578,224.7818112,4566.134277,41181
t6938,8.265089,0,0,0,0,228.653729,4563.083008,39023
t6939,8.11296,0,0,0,0,232.5256318,4641.719727,37656
t6940,8.091733,0,109.8747,0,109.8747,236.3975495,5000,37380
t6941,7.979697,0,0,0,0,240.4106706,5000,37639
t6942,8.008267,0,0,0,0,244.0876514,5000,38012
t6943,8.406173,135.7364,437.8425,135.7364,437.8425,247.6831526,5000,39273
t6944,8.578308,967.2545,849.2432,967.2545,849.2432,250.06634,5000,42399
t6945,8.807952,869.6451,490.1217,869.6451,490.1217,252.4495125,5000,45635
t6946,9.213475,1513.778,1063.115,1513.778,1063.115,254.832685,5000,48480
t6947,8.637353,1617.031,1275.326,1617.031,1275.326,258.0683529,5000,50421
t6948,8.630165,2066.763,489.531,2066.763,489.531,261.3040507,5000,51302
t6949,8.294612,3054.166,1293.58,3054.166,1293.58,264.5397186,5000,50675
t6950,8.394545,2510.41,1710.837,2510.41,1710.837,267.3583925,5000,48757
t6951,9.135673,1953.838,1165.072,1953.838,1165.072,270.1770663,5000,47170
t6952,9.105385,896.098,4500,896.098,4500,272.99577,5000,46625
t6953,9.158718,941.7791,4500,941.7791,4500,276.2205601,5000,46266
t6954,8.880454,434.3744,4500,434.3744,4500,279.4453204,4822.726563,47513
t6955,9.243773,35.54895,4288.62,35.54895,4288.62,282.6701105,4657.162109,50021
t6956,11.16558,0,3514.984,0,3514.984,283.4001482,4792.033691,49932
t6957,10.95807,0,3355.457,0,3355.457,283.965677,4683.521973,46480
t6958,10.09446,0,2711.276,0,2711.276,284.1346264,4399.469238,43928
t6959,9.141608,0,330.661,0,330.661,282.7265561,3963.530518,42739
t6960,8.46865,0,0,0,0,281.3184857,3992.244141,40122
t6961,8.027284,0,0,0,0,279.9104154,4130.505371,37170
t6962,7.847545,0,607.3669,0,607.3669,279.9675167,3986.38501,34931
t6963,7.839868,0,850.8218,0,850.8218,280.0245881,3950.750488,33759
t6964,7.706165,0,491.2811,0,491.2811,280.0816596,4362.157715,33514
t6965,7.799776,0,683.1643,0,683.1643,279.6325684,4514.65332,33960
t6966,7.909723,0,1153.646,0,1153.646,279.1834772,4463.120605,33939
t6967,8.21666,118.4113,1135.36,118.4113,1135.36,278.7343562,4483.041016,33922
t6968,7.856272,656.7814,4245.929,656.7814,4245.929,277.9545188,4439.429688,35617
t6969,7.940264,1365.582,4500,1365.582,4500,277.1746814,4309.390137,38421
t6970,8.540531,1807.147,4500,1807.147,4500,276.3948441,4268.268066,41638
t6971,8.585395,3077.323,3885.719,3077.323,3885.719,272.2607553,3806.23999,44116
t6972,8.531625,3342.682,4500,3342.682,4500,267.7120566,3781.924072,46576
t6973,8.349027,3461.128,4500,3461.128,4500,263.163358,3594.108154,46076
t6974,8.042036,3799.123,4500,3799.123,4500,261.4219189,3494.411377,43974
t6975,8.492449,2880.57,4500,2880.57,4500,259.68045,3500.930176,42682
t6976,8.626902,2283.808,3812.945,2283.808,3812.945,257.9390109,3110.688721,42380
t6977,8.630165,1439.595,4301.812,1439.595,4301.812,257.2014034,2990.963379,42466
t6978,8.440056,636.8682,3303.212,636.8682,3303.212,256.4637661,3166.988281,44101
t6979,9.038201,95.57693,4500,95.57693,4500,255.7261288,3275.179932,47416
t6980,10.51145,0,3907.52,0,3907.52,252.8481185,3423.976807,48126
t6981,10.49588,0,953.4186,0,953.4186,249.9700934,3470.321045,45761
t6982,9.920867,0,1911.727,0,1911.727,247.0920831,3466.405029,43922
t6983,8.984223,0,739.2579,0,739.2579,247.9320168,2967.808105,43445
t6984,8.285728,0,555.2718,0,555.2718,248.7719506,2816.576904,40640
t6985,8.145074,0,3617.157,0,3617.157,249.6118993,2386.954834,37931
t6986,7.837824,0,2400.013,0,2400.013,245.1140583,2343.258545,36216
t6987,7.881576,0,4432.537,0,4432.537,240.4405922,3161.579346,35635
t6988,7.718853,0,903.1865,0,903.1865,235.6442362,3857.083008,36261
t6989,7.625145,0,957.924,0,957.924,235.2672964,5000,37951
t6990,7.628924,0,1208.947,0,1208.947,226.0645926,5000,41790
t6991,7.910247,96.42533,2676.596,96.42533,2676.596,219.5122391,5000,50194
t6992,7.767218,662.7336,531.5459,662.7336,531.5459,227.7175039,5000,56969
t6993,7.865541,1852.568,880.5715,1852.568,880.5715,235.9227687,5000,59425
t6994,7.967918,3283.251,3609.321,3283.251,3609.321,244.1280335,5000,59758
t6995,8.179807,3622.782,4204.175,3622.782,4204.175,242.5433546,5000,60778
t6996,8.125316,4361.181,4500,4361.181,4500,240.9586757,5000,61709
t6997,8.68541,4451.642,4500,4451.642,4500,239.3739969,4726.871582,60901
t6998,8.217818,3592.685,4500,3592.685,4500,240.7897264,4702.843262,60144
t6999,9.078967,3337.658,4482.491,3337.658,4482.491,242.2054559,4276.808105,59252
t7000,8.629512,2792.783,4500,2792.783,4500,243.5040325,4096.231445,58142
t7001,8.781361,2047.446,4500,2047.446,4500,243.4675097,3964.657471,56547
t7002,8.632776,705.4296,4500,705.4296,4500,243.430987,4439.707031,56746
t7003,9.67722,79.40789,4500,79.40789,4500,243.3944643,5000,58650
t7004,11.20243,0,4500,0,4500,241.1313802,5000,59381
t7005,10.91215,0,0,0,0,239.4269854,5000,55844
t7006,9.870326,0,4500,0,4500,237.7225906,5000,52528
t7007,9.010764,0,4500,0,4500,236.4132404,5000,49664
t7008,8.539258,0,2212.641,0,2212.641,235.1038754,4730.667969,45315
t7009,8.474897,0,913.9747,0,913.9747,233.3569378,4386.787598,41740
t7010,8.295799,0,346.9032,0,346.9032,233.3743721,3821.310791,39705
t7011,8.17066,0,465.9175,0,465.9175,233.3918065,3901.718018,38993
t7012,8.127004,0,416.1902,0,416.1902,233.4092408,3813.641602,39536
t7013,8.129257,0,112.6557,0,112.6557,232.6597571,4089.39209,40960
t7014,8.322606,0,295.5847,0,295.5847,231.9102734,4198.242676,44218
t7015,8.449976,159.5379,127.3879,159.5379,127.3879,231.1607897,3796.410889,51543
t7016,8.198757,1062.359,1381.371,1062.359,1381.371,230.5847555,3323.644531,57719
t7017,8.573162,1201.291,2026.55,1201.291,2026.55,230.0087214,3484.45874,59603
t7018,8.808637,1748.696,4253.623,1748.696,4253.623,229.4326872,3305.181641,59938
t7019,8.845072,3310.452,2974.103,3310.452,2974.103,231.6055745,2425.871826,61070
t7020,8.626902,2522.038,4500,2522.038,4500,233.7784618,2592.750732,61779
t7021,8.499998,2968.659,4500,2968.659,4500,235.9513342,2625.052734,61199
t7022,8.80385,3037.868,4389.151,3037.868,4389.151,234.2628241,2463.769531,60582
t7023,9.051988,1920.169,4500,1920.169,4500,232.55983,2420.26001,59391
t7024,8.939424,422.6236,4500,422.6236,4500,230.8568209,2246.619629,58318
t7025,8.995679,384.6558,4500,384.6558,4500,228.4571081,2305.942627,57302
t7026,8.802483,249.881,4500,249.881,4500,226.0123789,2347.505859,57010
t7027,9.407108,99.08641,0,99.08641,0,223.5676348,2268.1604,59201
t7028,11.07965,0,0,0,0,223.1827527,2314.435791,59667
t7029,10.81924,0,0,0,0,222.7978706,2612.871582,56160
t7030,10.37663,0,0,0,0,222.4129736,2852.457031,52847
t7031,9.650591,0,0,0,0,221.8774855,2918.86377,49653
t7032,8.955012,0,0,0,0,221.3419974,2862.417725,45556
t7033,8.550098,0,4500,0,4500,220.8065093,2495.244141,42143
t7034,8.319617,0,4344.353,0,4344.353,218.6343372,2285.659912,40173
t7035,8.33279,0,2565.737,0,2565.737,216.4621502,2037.276978,39436
t7036,8.279228,0,1384.835,0,1384.835,214.3812329,1976.060547,39876
t7037,8.026194,0,3421.542,0,3421.542,212.084204,1900.154663,41528
t7038,8.227683,0,3866.849,0,3866.849,209.5950693,2049.325928,44490
t7039,8.446252,140.7862,2503.135,140.7862,2503.135,206.9620937,2284.237793,51938
t7040,8.175802,424.1728,617.7692,424.1728,617.7692,206.2004209,2394.75293,57842
t7041,8.323204,1087.11,558.3786,1087.11,558.3786,205.438748,2338.014648,59661
t7042,8.360501,1327.57,277.6558,1327.57,277.6558,204.6770602,2350.077148,59902
t7043,9.191639,1522.541,1641.081,1522.541,1641.081,204.8107833,1694.937378,60779
t7044,8.488681,2600.219,272.372,2600.219,272.372,204.9445063,1729.786743,61560
t7045,8.710005,3238.682,860.8119,3238.682,860.8119,205.0782293,1573.887573,60470
t7046,8.998548,3643.119,4500,3643.119,4500,203.4366578,1481.173828,59888
t7047,8.96354,2303.787,4500,2303.787,4500,201.7950863,1287.059448,58824
t7048,9.451462,2294.299,4500,2294.299,4500,200.1534998,1276.686401,58263
t7049,8.777287,1053.638,4235.732,1053.638,4235.732,200.8521855,1203.850708,56923
t7050,8.720022,872.8486,4500,872.8486,4500,193.9475685,1137.26709,57071
t7051,9.119394,106.5413,4500,106.5413,4500,188.4814352,1019.420227,59652
t7052,11.07432,0,2722.177,0,2722.177,190.103218,985.1560059,60514
t7053,10.86655,0,641.9277,0,641.9277,191.7249858,1133.466675,57187
t7054,10.43884,0,380.3152,0,380.3152,193.3467686,1476.439819,53539
t7055,9.968369,0,1542.743,0,1542.743,191.4357841,1684.937988,50436
t7056,9.392941,0,1003.189,0,1003.189,189.5247996,1389.390137,46134
t7057,8.753604,0,764.0693,0,764.0693,187.61383,1449.190308,43065
t7058,8.645865,0,0,0,0,186.5411699,1739.400513,41043
t7059,8.019663,0,0,0,0,185.4684949,2052.434082,40228
t7060,7.81544,0,108.7598,0,108.7598,184.3958348,2083.536621,40919
t7061,7.742928,0,168.2609,0,168.2609,183.3295524,1519.857422,42246
t7062,7.820512,0,390.7433,0,390.7433,182.2632849,847.8044434,45819
t7063,7.625145,133.0775,271.2743,133.0775,271.2743,181.1970025,561.859436,53610
t7064,7.50933,894.4891,159.9604,894.4891,159.9604,180.3109497,440.0744629,59588
t7065,7.697417,958.0822,0,958.0822,0,179.4248819,395.0743103,61131
t7066,7.815947,2676.204,0,2676.204,0,178.5388291,361.8022461,60747
t7067,7.759263,3535.62,0,3535.62,0,178.1608015,423.8428955,61218
t7068,7.899788,3826.928,287.6483,3826.928,287.6483,177.653268,634.7495728,62215
t7069,7.906059,1687.791,1041.779,1687.791,1041.779,176.9904643,1018.964478,62022
t7070,8.119132,2098.678,4206.62,2098.678,4206.62,176.780805,1315.232422,61189
t7071,8.366556,2392.235,2726.378,2392.235,2726.378,176.5711606,1438.750488,60035
t7072,8.395767,2405.586,2168.546,2405.586,2168.546,176.3615012,1452.276367,59141
t7073,8.499368,1779.261,3994.204,1779.261,3994.204,176.9392937,1560.546265,57947
t7074,8.404947,715.7247,4500,715.7247,4500,177.6808649,1801.319336,58462
t7075,8.957853,32.48148,4500,32.48148,4500,178.4224361,1979.895142,60318
t7076,10.4273,0,4405.024,0,4405.024,180.4451495,1931.749878,60992
t7077,10.69847,0,4500,0,4500,182.467863,1649.482788,57693
t7078,9.89031,0,4500,0,4500,184.4905764,1547.372803,54137
t7079,9.231629,0,4500,0,4500,186.9693846,1569.683594,50841
t7080,8.497479,0,2633.164,0,2633.164,189.4482076,1420.817993,46667
t7081,8.086728,0,4500,0,4500,191.9270158,1353.028442,43032
t7082,7.905013,0,4500,0,4500,196.3104606,1683.46814,41015
t7083,7.912343,0,1795.169,0,1795.169,200.6938905,2115.826172,40215
t7084,8.012061,0,273.5564,0,273.5564,205.0773352,2334.021973,40773
t7085,7.811896,0,0,0,0,210.6951773,2585.971436,41997
t7086,7.878465,0,141.2721,0,141.2721,216.1537558,2746.460938,45150
t7087,7.551624,118.5622,0,118.5622,0,221.7867374,2932.795166,52513
t7088,7.639346,1182.627,0,1182.627,0,232.3776931,3078.873535,58556
t7089,7.716897,2211.667,0,2211.667,0,242.4498945,3174.085938,60118
t7090,7.645523,3138.189,0,3138.189,0,252.5220811,3353.960205,59952
t7091,7.52925,3306.109,0,3306.109,0,257.1335733,3584.349121,54257
t7092,7.408633,3496.728,0,3496.728,0,261.7450356,3824.74292,53815
t7093,7.289348,3695,0,3695,0,266.356498,3867.430908,55017
t7094,7.176473,4351.025,0,4351.025,0,268.9165175,3504.544189,56152
t7095,7.212263,3866.301,0,3866.301,0,271.4765668,3197.006104,58284
t7096,7.340434,3033.518,750.0247,3033.518,750.0247,274.0365863,2790.872314,56691
t7097,7.499878,1937.919,411.1656,1937.919,411.1656,274.8706043,2356.773193,55205
t7098,7.674708,731.9055,1095.539,731.9055,1095.539,275.7046223,1976.310791,54930
t7099,8.272739,105.609,361.619,105.609,361.619,276.5386403,1983.603394,57742
t7100,9.117179,0,3407.517,0,3407.517,276.5340209,2116.672363,58190
t7101,9.123088,0,2975.011,0,2975.011,276.5293717,2128.687012,54364
t7102,8.937303,0,1322.443,0,1322.443,276.5247524,2297.338135,50940
t7103,8.36898,0,470.0883,0,470.0883,275.8069634,2280.980713,48110
t7104,8.142243,0,178.6065,0,178.6065,275.0891745,2156.591064,44414
t7105,7.812401,0,712.7531,0,712.7531,274.3713856,2264.141846,41535
t7106,7.712014,0,2312.558,0,2312.558,274.5007873,2328.771484,39150
t7107,7.639346,0,1257.936,0,1257.936,274.6109068,2471.063477,37842
t7108,7.61337,0,906.5856,0,906.5856,274.4165361,2572.588135,38054
t7109,7.692084,0,670.679,0,670.679,275.1417756,2782.987305,38233
t7110,7.823559,0,1592.682,0,1592.682,275.8669853,3138.794678,38321
t7111,7.979161,132.1406,1603.53,132.1406,1603.53,276.5922248,3199.900391,39781
t7112,8.194152,854.5787,3030.984,854.5787,3030.984,277.7903676,3251.871094,43035
t7113,8.673502,1588.102,4500,1588.102,4500,278.9885402,3273.057129,46330
